rainfall_intensity_mmh,cumulative_24h_mm,slope_gradient_deg,dfsi_vulnerability_index,corrected_percent_flooded_area,drainage_factor,disrupted_label
2.41,3.72,37.4,0.369,5.16,0.2,0
9.38,58.2,35.9,0.743,15.51,1.0,1
11.46,46.83,36.3,0.812,1.5,0.8,1
5.05,27.71,32.5,0.171,1.02,0.8,0
23.57,90.31,35.6,0.176,5.31,1.0,1
11.34,48.94,32.0,0.63,3.25,0.5,1
5.2,22.03,23.8,0.335,6.04,0.8,0
7.16,48.51,24.2,0.622,0.65,0.8,0
10.03,56.4,29.4,0.61,4.04,0.8,1
7.62,53.14,13.6,0.436,4.85,0.5,0
17.93,109.39,42.4,0.337,0.55,0.5,1
3.75,31.93,25.7,0.162,0.63,1.0,0
3.03,26.9,16.9,0.573,10.7,0.2,0
2.05,0.98,29.8,0.201,0.8,0.8,0
0.33,18.67,39.6,0.486,4.41,0.5,0
0.37,2.89,29.2,0.354,2.98,0.5,0
17.35,119.75,25.6,0.647,6.67,1.0,1
9.64,49.11,32.4,0.456,0.2,0.2,0
9.18,107.92,33.1,0.371,0.06,0.5,1
8.11,69.94,37.8,0.165,5.27,0.8,1
16.08,111.36,39.0,0.113,8.01,0.5,1
5.56,44.13,36.3,0.26,3.81,0.8,0
17.37,63.34,12.0,0.205,1.84,0.5,0
3.79,54.06,11.4,0.248,2.22,0.2,0
22.21,109.89,47.6,0.697,5.7,0.8,1
10.2,47.66,25.6,0.392,2.75,0.5,0
2.53,24.0,26.2,0.627,4.41,0.2,0
7.06,35.69,37.0,0.721,11.27,0.8,1
6.47,39.11,33.3,0.117,1.22,0.8,0
1.26,26.45,30.7,0.728,0.65,0.5,0
7.6,53.04,20.4,0.573,7.2,0.5,0
3.21,36.62,18.7,0.757,4.52,1.0,0
0.46,0.0,36.2,0.802,2.51,0.8,0
25.24,156.94,20.7,0.576,3.2,0.5,1
8.72,61.6,30.1,0.309,9.13,0.5,1
17.81,95.66,37.1,0.567,11.97,0.2,1
9.58,69.52,44.0,0.133,0.04,0.5,0
3.75,27.45,41.7,0.767,4.9,0.5,1
6.11,47.27,41.3,0.596,14.0,1.0,1
9.57,48.28,28.2,0.294,0.79,0.5,0
27.41,194.51,44.2,0.492,0.75,0.2,1
2.49,58.46,35.7,0.619,0.51,0.5,0
17.67,101.46,42.2,0.776,2.1,0.2,1
21.91,59.97,19.1,0.297,5.76,0.5,0
9.43,42.62,16.0,0.194,2.96,1.0,0
22.76,145.89,29.9,0.097,1.86,0.5,1
4.31,33.52,40.0,0.299,3.24,0.2,0
25.99,171.3,29.4,0.778,1.64,0.8,1
10.31,21.96,42.2,0.402,2.69,0.2,0
0.36,35.25,24.7,0.573,2.42,0.5,0
20.18,111.34,16.0,0.179,9.41,0.2,1
5.63,26.78,37.8,0.374,2.9,1.0,0
5.24,31.26,34.3,0.862,4.09,0.5,1
7.1,41.0,30.2,0.191,1.34,0.8,0
1.38,2.8,40.6,0.737,1.71,0.8,0
5.38,24.1,39.8,0.68,14.3,0.5,1
15.12,103.1,27.3,0.689,3.57,0.8,1
0.13,18.93,40.3,0.535,1.35,0.5,0
2.71,39.05,27.9,0.352,0.28,1.0,0
0.02,1.56,34.2,0.563,3.55,0.2,0
4.57,41.19,23.3,0.162,0.33,0.2,0
11.08,48.3,25.6,0.567,0.67,0.5,0
13.63,63.96,30.3,0.123,0.92,1.0,0
24.68,138.31,27.0,0.289,3.89,0.5,1
7.97,19.8,20.9,0.044,1.96,0.2,0
2.5,35.56,31.1,0.476,4.99,0.8,0
21.92,78.37,31.7,0.217,0.95,1.0,1
12.69,66.46,22.1,0.342,8.19,0.2,0
7.26,76.01,22.7,0.236,0.91,0.5,0
10.11,61.86,15.2,0.469,0.13,0.8,0
21.94,110.88,15.3,0.418,2.28,0.5,1
10.59,57.29,28.2,0.625,0.5,0.5,0
3.91,49.88,21.6,0.311,2.11,0.2,0
10.61,59.87,43.8,0.463,13.33,0.2,1
0.35,30.79,23.6,0.447,6.13,0.2,0
4.15,19.05,17.8,0.168,2.35,0.8,0
4.43,45.45,29.3,0.446,4.96,0.5,0
1.55,39.83,23.3,0.355,2.11,0.5,0
0.2,0.0,17.6,0.255,0.0,0.8,0
1.22,31.25,37.6,0.278,6.13,0.5,0
9.04,74.9,32.7,0.512,5.46,0.2,1
13.78,65.53,17.3,0.259,9.48,0.5,0
37.74,204.51,30.8,0.195,0.46,0.5,1
3.61,16.26,16.0,0.768,6.37,0.2,0
7.78,58.58,28.1,0.426,6.3,0.5,0
23.52,167.86,28.3,0.901,1.72,0.2,1
1.55,9.98,39.8,0.46,1.96,0.2,0
10.75,59.72,37.1,0.277,2.07,0.8,1
11.95,93.7,42.7,0.255,1.66,0.2,1
0.79,7.55,21.4,0.309,3.31,0.2,0
16.79,51.88,32.2,0.41,2.75,0.5,0
14.26,67.92,14.3,0.749,3.26,0.5,0
0.29,27.65,39.9,0.504,3.49,0.8,0
0.81,5.44,28.4,0.3,4.5,1.0,0
0.43,19.93,18.0,0.28,1.33,0.2,0
3.46,55.76,27.3,0.398,0.8,1.0,0
6.05,55.5,26.3,0.329,2.86,0.8,0
6.46,36.86,38.0,0.507,2.15,0.5,0
2.65,32.39,20.8,0.194,4.74,1.0,0
20.62,136.16,32.7,0.706,3.2,0.2,1
3.9,39.75,38.8,0.519,4.48,1.0,1
0.4,45.41,37.2,0.556,0.82,0.8,0
3.03,40.27,44.7,0.234,17.76,0.5,1
6.44,68.76,10.8,0.577,0.99,0.8,0
4.46,43.8,28.1,0.391,1.93,1.0,0
2.72,19.32,28.5,0.61,4.83,0.5,0
1.2,59.61,15.5,0.67,0.1,0.5,0
14.54,104.92,39.6,0.67,6.66,0.8,1
47.25,158.84,35.8,0.073,3.29,0.5,1
3.4,67.82,32.1,0.624,8.08,0.2,1
4.09,21.11,29.3,0.402,2.97,0.8,0
8.18,46.26,42.6,0.476,0.1,0.5,0
10.77,66.1,25.6,0.56,2.58,1.0,1
4.23,40.18,27.6,0.558,8.63,0.2,0
20.0,101.18,45.7,0.571,1.14,0.5,1
6.98,12.88,17.7,0.676,1.46,0.8,0
5.09,56.22,38.4,0.274,0.13,1.0,0
8.84,39.09,36.6,0.304,7.23,0.8,1
25.95,115.54,42.9,0.217,7.67,1.0,1
13.45,99.85,19.1,0.577,0.67,0.8,1
0.35,25.26,47.0,0.128,0.91,0.5,0
3.43,45.5,15.2,0.44,2.9,0.8,0
5.41,46.68,27.7,0.089,0.92,0.5,0
3.21,49.46,18.9,0.261,0.91,0.8,0
10.24,96.23,16.9,0.404,1.96,0.5,0
14.88,67.11,46.6,0.708,3.17,1.0,1
11.17,66.33,36.7,0.138,0.1,0.8,0
38.6,201.3,31.6,0.494,8.02,1.0,1
2.7,41.35,20.0,0.298,4.88,1.0,0
17.67,90.11,32.0,0.397,0.35,0.5,1
12.37,41.22,27.2,0.583,3.25,0.8,1
3.82,69.54,25.8,0.775,0.54,1.0,1
11.26,47.1,34.1,0.519,4.38,0.5,1
0.93,45.95,38.7,0.353,0.82,0.5,0
13.24,74.85,30.2,0.709,1.02,1.0,1
6.46,78.48,31.3,0.333,7.05,0.5,1
2.94,31.37,34.9,0.481,1.42,0.2,0
9.06,42.09,20.7,0.612,6.85,0.2,0
8.72,67.34,40.0,0.308,5.4,0.5,1
2.0,8.88,40.3,0.109,1.46,1.0,0
0.26,61.19,32.4,0.273,4.45,0.5,0
4.83,47.38,23.2,0.064,0.03,1.0,0
7.16,51.03,31.5,0.308,3.24,0.2,0
17.79,134.07,19.9,0.242,6.69,0.2,1
22.39,70.73,37.9,0.38,7.07,0.5,1
6.4,50.6,27.0,0.067,3.67,0.8,0
11.91,67.21,27.0,0.704,1.65,0.5,1
4.92,77.78,45.2,0.449,13.59,0.2,1
11.65,48.88,29.7,0.449,17.39,0.5,1
1.95,19.51,38.7,0.365,0.1,1.0,0
3.94,28.31,34.5,0.272,0.66,0.2,0
8.55,40.22,27.1,0.181,14.19,0.5,0
0.16,0.0,20.7,0.602,19.19,0.8,0
10.9,44.72,39.0,0.334,10.95,1.0,1
15.34,58.75,37.9,0.246,0.31,0.2,0
4.33,61.5,22.5,0.649,4.05,1.0,1
5.05,46.4,25.2,0.391,0.26,0.5,0
16.2,118.15,38.0,0.862,2.44,0.2,1
12.7,62.41,48.3,0.638,14.4,1.0,1
2.89,29.66,40.5,0.478,7.65,0.2,0
3.33,54.75,35.7,0.289,0.51,0.2,0
9.66,100.0,43.6,0.377,2.97,0.2,1
7.04,75.37,26.2,0.569,0.58,0.5,0
1.5,30.73,13.0,0.758,0.62,0.2,0
3.15,38.92,27.2,0.46,0.51,0.2,0
19.57,91.28,47.1,0.242,0.39,1.0,1
9.91,76.53,42.0,0.359,0.87,0.5,1
36.27,113.05,16.8,0.194,9.45,0.5,1
12.38,104.35,31.5,0.203,1.68,0.8,1
24.2,91.17,18.5,0.386,7.29,0.5,1
2.07,50.52,38.7,0.449,0.15,0.2,0
12.55,83.77,28.6,0.387,3.37,0.2,0
0.17,0.78,43.4,0.135,3.3,0.5,0
9.44,47.13,17.1,0.277,9.64,0.8,0
5.38,38.29,37.1,0.226,0.56,0.8,0
3.62,29.27,29.2,0.789,5.37,1.0,1
16.86,97.79,25.7,0.639,5.91,0.2,1
16.37,94.83,31.9,0.468,2.82,0.5,1
0.19,15.9,31.2,0.433,0.97,0.8,0
7.99,44.7,28.0,0.452,1.6,0.8,0
3.9,47.91,34.8,0.241,2.91,0.5,0
4.57,33.63,35.1,0.389,2.57,0.5,0
15.16,84.61,18.4,0.295,4.58,0.5,0
3.15,36.61,33.6,0.57,1.12,0.2,0
24.36,90.25,36.4,0.461,1.34,0.2,1
1.68,28.8,18.4,0.466,8.94,0.5,0
9.24,33.4,35.1,0.575,5.14,0.8,1
9.48,32.01,39.2,0.433,1.67,0.8,0
2.47,32.86,40.1,0.621,4.85,1.0,1
3.34,57.27,16.2,0.388,0.1,0.5,0
15.31,62.59,36.1,0.678,1.66,1.0,1
12.19,63.65,38.9,0.298,0.58,0.5,0
3.39,32.7,29.1,0.356,1.3,0.5,0
6.49,33.02,32.4,0.454,3.16,0.5,0
0.54,12.32,25.7,0.241,3.93,0.5,0
1.99,9.67,26.9,0.413,12.68,0.5,0
5.65,40.61,31.5,0.492,3.57,1.0,0
0.76,25.87,21.8,0.165,1.33,1.0,0
15.76,77.78,28.5,0.594,5.82,0.5,1
10.76,56.03,26.7,0.401,1.87,0.8,0
24.45,69.2,24.8,0.51,0.49,0.8,1
10.05,27.51,31.1,0.297,3.55,0.5,0
23.97,78.75,40.4,0.609,2.99,0.8,1
6.87,37.49,25.0,0.427,0.11,0.5,0
7.79,26.43,35.1,0.139,0.81,0.5,0
32.05,149.02,25.3,0.625,0.59,1.0,1
8.73,42.65,21.5,0.81,2.16,0.5,0
0.27,7.56,45.1,0.262,20.04,1.0,1
10.94,76.43,34.4,0.487,5.35,0.8,1
20.05,122.01,19.8,0.416,1.41,0.5,1
13.49,71.58,34.4,0.099,11.44,0.8,1
7.45,60.44,22.8,0.38,2.88,0.5,0
9.46,45.18,42.3,0.28,7.05,0.5,1
39.31,254.85,25.1,0.64,15.86,0.5,1
0.81,17.35,39.3,0.471,6.29,0.8,0
9.35,29.33,23.6,0.325,6.69,0.5,0
2.83,22.04,32.7,0.394,11.4,0.5,0
8.69,54.57,43.4,0.653,0.93,0.5,1
7.95,67.22,26.5,0.077,7.2,1.0,0
1.42,36.19,18.7,0.717,0.72,1.0,0
1.97,27.61,32.6,0.634,3.08,1.0,0
8.26,79.28,22.6,0.626,0.43,0.5,0
1.17,0.0,36.9,0.186,1.55,0.5,0
2.62,36.09,33.5,0.73,0.6,0.5,0
15.33,91.74,27.9,0.366,6.8,0.2,1
3.37,39.72,36.3,0.387,3.58,0.5,0
5.69,15.03,24.8,0.119,0.84,0.2,0
24.08,108.89,43.7,0.36,7.34,1.0,1
2.19,23.16,27.9,0.405,3.91,0.2,0
4.2,53.55,37.9,0.7,0.3,0.8,1
7.93,84.43,25.5,0.362,1.45,0.8,0
11.97,47.57,36.5,0.375,0.54,1.0,1
19.71,67.34,15.4,0.619,0.37,0.5,0
21.0,100.87,26.5,0.726,4.34,1.0,1
12.74,94.22,19.3,0.424,0.53,0.5,0
2.2,44.79,30.4,0.191,0.61,0.5,0
0.21,10.04,30.1,0.256,5.75,0.5,0
4.12,78.3,28.2,0.562,9.72,0.5,1
1.3,35.64,48.0,0.407,1.16,0.2,0
10.53,58.55,25.0,0.372,11.28,1.0,1
9.2,92.89,38.8,0.112,1.25,0.2,0
0.38,9.18,30.3,0.294,1.72,0.2,0
15.4,95.39,27.6,0.344,4.0,0.2,1
2.43,43.73,23.7,0.412,5.13,0.8,0
4.81,47.68,34.5,0.187,16.63,0.2,0
9.37,51.55,27.6,0.173,5.58,0.2,0
4.77,42.8,39.5,0.394,2.21,0.5,0
4.95,64.45,46.9,0.822,0.43,0.2,1
0.58,0.0,24.5,0.253,3.74,0.8,0
4.36,50.1,20.9,0.447,7.0,0.5,0
12.3,50.73,27.1,0.419,6.78,1.0,1
20.97,93.39,30.8,0.197,4.8,1.0,1
4.54,35.53,26.7,0.189,5.37,0.5,0
4.68,0.0,47.0,0.627,0.53,0.2,0
10.31,60.48,38.4,0.447,0.51,0.5,0
24.32,102.73,46.7,0.646,3.28,1.0,1
2.64,45.51,28.6,0.484,0.24,0.8,0
4.93,45.58,26.8,0.272,0.76,0.2,0
13.51,50.71,29.4,0.361,5.03,0.5,0
8.0,52.92,32.0,0.16,0.1,0.8,0
1.0,42.24,37.3,0.429,0.67,0.5,0
8.4,82.73,42.0,0.622,5.96,0.8,1
1.76,14.3,30.7,0.661,9.82,0.2,0
6.07,24.46,26.3,0.06,1.09,0.5,0
6.4,62.07,27.2,0.34,2.7,0.5,0
17.76,96.28,36.0,0.387,8.21,0.2,1
5.28,55.32,32.9,0.774,6.23,0.8,1
2.79,1.47,31.2,0.811,7.32,0.5,0
2.23,23.43,23.7,0.42,1.48,0.2,0
17.62,120.96,41.8,0.243,1.31,0.5,1
1.59,26.47,38.4,0.345,4.88,1.0,0
4.72,55.44,21.4,0.374,2.79,0.8,0
1.76,8.98,28.4,0.363,7.73,0.2,0
12.62,69.13,32.4,0.118,5.17,0.5,0
5.47,50.65,30.5,0.486,1.63,1.0,0
3.68,51.78,29.2,0.688,6.64,0.2,0
3.81,38.13,36.6,0.29,9.72,0.5,0
16.25,87.91,17.1,0.351,0.48,0.2,0
6.86,20.13,30.9,0.161,2.93,0.2,0
10.76,72.0,25.6,0.605,3.21,0.5,1
19.32,129.33,18.8,0.84,0.23,0.2,1
19.72,113.01,30.7,0.199,0.06,0.5,1
3.39,44.42,22.6,0.289,0.75,0.2,0
25.89,94.47,25.4,0.403,6.84,0.8,1
0.21,36.06,31.6,0.448,3.89,1.0,0
4.02,40.44,47.3,0.37,0.76,0.8,1
19.22,86.0,35.7,0.359,3.55,0.8,1
2.73,48.56,26.1,0.17,3.76,0.2,0
2.71,21.63,28.8,0.359,2.39,0.2,0
3.06,48.99,29.4,0.576,2.83,0.5,0
8.05,27.51,21.9,0.802,4.48,0.8,0
4.9,68.95,22.2,0.45,8.79,0.5,0
11.03,46.33,21.7,0.688,7.4,0.2,0
19.15,55.09,32.0,0.408,4.69,0.8,1
9.53,37.67,35.5,0.585,7.37,1.0,1
1.94,22.86,33.5,0.291,3.75,0.8,0
22.94,94.21,47.7,0.427,5.27,0.5,1
2.61,48.92,20.8,0.178,8.17,0.8,0
1.38,27.63,48.6,0.439,8.02,0.8,1
0.8,0.0,30.8,0.39,6.35,0.2,0
7.04,32.91,24.2,0.549,3.02,0.8,0
1.03,65.41,45.1,0.332,0.8,0.8,1
1.27,25.96,30.8,0.472,6.97,0.5,0
3.03,42.63,27.9,0.271,5.4,0.2,0
2.81,24.73,24.1,0.31,5.61,0.8,0
7.88,26.22,25.7,0.461,0.51,0.5,0
14.42,80.07,47.8,0.787,7.38,0.2,1
12.18,86.29,26.8,0.389,6.08,1.0,1
2.59,22.64,47.7,0.125,1.92,0.8,0
2.39,58.0,27.5,0.393,2.48,0.8,0
28.69,164.44,24.6,0.488,11.73,0.2,1
0.07,4.41,23.0,0.375,0.17,0.8,0
18.0,84.65,29.5,0.371,0.54,0.8,1
1.89,42.04,24.8,0.478,6.45,0.5,0
25.01,139.56,36.0,0.358,3.6,0.2,1
3.56,27.35,24.9,0.427,0.21,0.8,0
4.93,16.15,40.2,0.383,4.56,0.5,0
10.44,66.48,40.2,0.283,1.87,0.5,0
7.53,63.14,26.2,0.823,2.33,0.8,1
3.25,24.25,37.6,0.637,0.97,0.2,0
6.86,56.27,41.1,0.412,0.73,0.5,0
11.15,78.54,33.4,0.537,2.12,0.8,1
0.37,45.71,28.4,0.382,3.33,0.2,0
0.1,4.7,30.2,0.309,0.92,0.2,0
5.21,28.34,38.6,0.382,2.3,0.5,0
1.2,12.69,26.5,0.592,3.36,0.8,0
9.28,58.32,27.6,0.213,2.51,0.2,0
2.05,29.82,22.2,0.347,2.4,0.5,0
4.82,51.48,29.2,0.263,1.29,0.2,0
1.87,14.09,18.9,0.448,0.45,0.5,0
6.76,64.38,27.2,0.292,11.39,0.5,1
1.05,16.42,28.6,0.354,8.86,0.8,0
0.2,38.43,25.4,0.557,10.11,0.2,0
0.45,68.5,19.7,0.669,3.01,0.5,0
26.22,142.41,32.0,0.315,1.15,0.5,1
1.3,28.68,41.4,0.687,1.52,0.5,0
10.48,80.8,27.6,0.167,3.49,0.5,0
0.6,53.05,24.8,0.608,4.77,0.5,0
0.97,20.08,26.2,0.377,3.93,1.0,0
6.04,46.4,41.2,0.519,0.74,0.8,1
5.31,49.53,32.1,0.3,8.39,0.5,0
25.74,125.3,21.0,0.2,3.62,0.8,1
24.63,121.27,36.4,0.46,7.59,0.5,1
12.85,65.47,21.9,0.519,3.66,1.0,1
7.83,72.19,17.5,0.552,1.97,0.5,0
5.16,41.35,25.4,0.673,0.34,0.8,0
3.74,26.01,22.5,0.258,1.37,0.8,0
24.98,109.06,33.8,0.671,0.81,1.0,1
7.85,50.33,31.2,0.327,12.44,0.8,1
7.36,51.44,36.8,0.166,1.94,0.2,0
2.24,45.77,31.7,0.352,8.94,0.2,0
0.41,49.89,29.7,0.704,1.53,0.8,0
24.68,109.02,32.1,0.685,0.5,0.2,1
3.2,38.78,30.0,0.539,6.31,0.5,0
4.97,41.85,15.9,0.526,2.41,0.8,0
1.03,6.67,35.6,0.441,7.23,0.8,0
15.42,97.38,46.4,0.591,3.18,0.5,1
0.24,32.88,29.7,0.288,0.4,0.2,0
15.26,75.82,29.8,0.283,0.12,0.5,0
1.28,20.29,16.5,0.335,0.66,0.2,0
18.5,107.06,42.4,0.218,1.47,0.8,1
11.12,27.39,44.3,0.157,2.0,1.0,0
1.53,27.19,39.5,0.393,7.6,1.0,1
7.09,27.32,19.9,0.17,8.04,0.5,0
3.19,36.73,42.8,0.707,2.32,0.5,1
1.67,29.62,14.7,0.283,4.06,0.8,0
16.66,116.47,30.3,0.176,0.53,0.5,1
4.39,44.99,31.5,0.426,11.51,0.8,1
4.32,63.49,40.2,0.154,1.57,0.5,0
1.58,16.23,37.5,0.367,3.97,1.0,0
4.11,31.75,38.9,0.763,3.06,1.0,1
17.45,118.15,41.5,0.337,5.52,0.2,1
3.84,29.6,31.0,0.381,18.55,0.5,1
25.74,178.22,38.4,0.517,2.17,0.8,1
24.86,144.39,17.9,0.656,1.34,0.5,1
1.33,54.94,30.3,0.145,0.4,0.2,0
1.66,28.13,15.3,0.369,5.97,0.2,0
16.88,54.66,43.6,0.777,1.42,0.8,1
4.24,39.27,46.1,0.208,2.23,0.5,0
0.04,19.08,18.8,0.716,11.93,0.5,0
2.72,41.97,32.2,0.267,11.16,0.2,0
7.74,61.4,27.3,0.202,4.5,0.2,0
13.65,76.39,27.8,0.601,0.42,0.5,1
1.22,9.83,30.4,0.058,2.26,0.5,0
1.0,22.43,20.7,0.162,9.09,1.0,0
21.69,100.95,22.9,0.531,2.66,0.5,1
11.82,58.23,33.2,0.647,15.73,0.8,1
7.57,51.26,14.2,0.743,0.8,0.8,0
12.46,98.43,33.7,0.206,3.46,1.0,1
4.76,9.56,27.2,0.267,0.8,0.5,0
12.08,63.95,40.1,0.566,6.04,0.5,1
3.95,53.71,33.7,0.467,9.49,0.2,0
2.38,42.71,36.3,0.303,0.24,1.0,0
11.1,75.19,20.3,0.14,2.12,0.2,0
4.63,42.44,25.7,0.337,0.15,0.5,0
33.86,119.54,50.3,0.41,0.27,0.2,1
3.65,38.02,30.0,0.114,1.74,0.5,0
21.65,133.51,28.2,0.326,3.32,0.2,1
22.97,123.31,41.7,0.283,7.25,0.2,1
2.35,27.22,15.5,0.467,11.18,0.8,0
13.6,42.07,32.2,0.701,1.19,0.2,0
4.82,39.22,23.9,0.625,0.96,0.8,0
21.21,88.52,28.4,0.554,0.65,1.0,1
5.08,55.46,23.6,0.122,0.08,0.8,0
11.59,76.23,15.9,0.27,2.91,0.5,0
5.35,42.05,29.6,0.429,2.88,0.2,0
2.2,29.29,38.7,0.48,0.34,1.0,0
1.89,16.26,45.6,0.528,0.07,0.2,0
4.71,56.06,34.2,0.277,1.83,0.8,0
11.97,43.76,29.0,0.583,0.31,0.5,0
7.9,80.23,38.1,0.294,0.22,0.5,0
9.92,78.44,31.6,0.187,2.59,0.5,0
2.82,56.02,28.4,0.502,6.36,0.8,1
5.58,9.47,22.9,0.816,4.2,0.5,0
0.39,0.0,38.9,0.29,0.63,0.2,0
14.46,96.6,31.5,0.383,4.11,0.2,1
39.05,135.48,46.5,0.866,1.64,0.2,1
4.44,36.0,39.1,0.508,0.34,0.5,0
0.09,29.08,29.7,0.314,1.75,1.0,0
1.58,42.05,37.2,0.553,7.63,0.5,1
8.99,53.65,30.5,0.142,0.87,0.5,0
8.05,63.4,18.6,0.31,2.57,0.5,0
13.18,59.54,31.8,0.825,1.64,0.8,1
2.49,20.58,41.4,0.43,6.11,1.0,1
12.26,84.9,41.0,0.534,3.47,0.2,1
9.9,53.48,33.1,0.182,2.0,0.5,0
3.31,16.58,28.7,0.385,2.17,0.2,0
6.7,53.93,13.1,0.525,8.89,0.8,0
1.35,16.64,27.0,0.468,1.1,0.5,0
5.12,33.81,49.1,0.787,0.33,0.5,1
18.11,133.42,36.8,0.295,7.29,1.0,1
4.65,47.98,36.6,0.416,2.47,0.5,0
15.55,67.87,37.8,0.571,0.19,0.5,1
7.58,46.15,34.1,0.714,8.93,0.5,1
1.81,36.96,33.3,0.851,3.76,0.5,1
7.4,58.82,30.5,0.472,1.1,0.2,0
5.99,49.78,30.3,0.387,4.56,0.2,0
4.32,18.99,41.6,0.217,1.19,1.0,0
1.08,22.3,29.1,0.413,1.88,1.0,0
4.58,39.26,40.4,0.285,1.66,1.0,0
0.64,6.58,40.3,0.116,5.2,0.5,0
0.88,31.72,38.1,0.462,0.43,0.5,0
4.57,48.83,15.9,0.17,1.26,0.8,0
3.1,41.65,21.7,0.222,8.79,0.5,0
22.08,81.35,27.1,0.168,8.2,0.5,1
4.0,39.92,40.7,0.389,13.41,0.5,1
12.05,56.54,41.7,0.573,0.1,1.0,1
6.42,58.89,16.2,0.211,0.46,0.8,0
10.35,50.32,27.3,0.805,13.1,0.5,1
2.56,27.06,40.8,0.551,1.3,0.2,0
24.19,107.45,25.2,0.222,4.94,0.5,1
6.42,55.3,47.5,0.28,11.14,0.5,1
15.13,70.08,31.3,0.263,6.71,0.5,1
3.86,32.45,44.7,0.762,1.85,0.5,1
0.9,40.73,29.9,0.684,3.66,0.8,0
9.52,63.39,27.3,0.305,2.09,0.5,0
0.07,8.94,28.3,0.131,1.41,1.0,0
5.48,48.16,42.1,0.432,5.16,1.0,1
1.82,9.15,27.5,0.44,15.04,0.5,0
8.39,62.4,35.3,0.249,2.28,0.5,0
33.01,149.96,30.8,0.406,3.05,0.8,1
5.31,47.25,45.0,0.545,2.17,1.0,1
14.46,52.03,22.1,0.781,14.17,0.2,1
6.03,71.71,29.9,0.401,4.92,0.5,0
5.82,23.06,20.7,0.128,2.65,0.2,0
22.66,133.39,33.2,0.493,5.44,0.5,1
18.76,65.03,29.3,0.185,0.61,1.0,0
13.1,116.42,17.5,0.369,0.13,0.8,1
2.99,34.49,40.8,0.802,2.71,0.5,1
6.69,72.94,28.6,0.395,4.49,0.5,0
2.15,18.24,31.4,0.131,0.42,0.2,0
4.99,38.12,29.4,0.588,1.16,0.5,0
5.63,63.31,31.2,0.246,15.18,1.0,1
15.14,68.3,13.9,0.042,0.74,0.8,0
19.24,96.3,39.5,0.397,0.67,0.5,1
4.55,40.11,27.5,0.347,1.8,0.8,0
0.15,5.45,36.8,0.184,25.0,0.8,1
16.82,97.53,17.7,0.617,1.41,0.5,1
1.63,29.12,32.0,0.599,0.86,0.2,0
8.27,42.84,43.2,0.359,0.74,0.5,0
0.21,35.07,29.2,0.606,6.0,0.5,0
4.34,15.71,23.5,0.499,6.86,0.8,0
36.26,137.63,19.6,0.679,4.77,0.5,1
0.9,24.29,41.1,0.183,8.13,0.5,0
4.68,29.41,24.9,0.306,8.85,1.0,0
3.12,22.01,47.4,0.194,5.97,0.8,0
20.02,93.91,25.1,0.658,3.97,0.5,1
17.3,90.34,31.1,0.609,5.6,0.5,1
2.31,44.84,30.6,0.208,12.17,1.0,1
0.72,41.98,17.6,0.28,4.77,0.5,0
8.39,94.49,32.2,0.678,5.12,0.8,1
3.49,36.49,35.4,0.24,1.59,0.2,0
9.48,65.76,37.3,0.24,2.49,0.8,1
0.28,17.21,32.0,0.231,12.38,0.5,0
1.22,20.0,39.5,0.256,8.28,0.8,0
9.86,59.03,37.6,0.38,0.62,0.2,0
2.03,36.41,23.4,0.692,0.38,0.2,0
16.57,128.88,29.3,0.566,2.3,0.5,1
0.51,21.89,21.5,0.169,0.74,0.2,0
2.06,7.38,21.1,0.309,12.29,0.8,0
55.62,215.07,36.4,0.381,5.33,0.2,1
4.82,60.18,32.1,0.355,6.94,0.2,0
10.32,53.53,33.7,0.174,4.06,0.8,0
1.71,37.9,37.0,0.53,5.92,0.2,0
8.0,43.64,26.0,0.774,0.98,0.2,0
11.01,57.52,29.3,0.474,16.55,0.2,1
3.21,36.42,33.8,0.263,3.4,0.5,0
15.01,93.01,19.4,0.262,1.57,0.2,0
7.86,59.08,40.2,0.673,16.47,0.8,1
4.19,32.54,27.8,0.49,0.08,1.0,0
6.93,25.05,35.1,0.208,4.46,0.5,0
7.31,38.17,50.1,0.601,6.69,0.2,1
1.54,6.67,31.0,0.437,0.34,0.8,0
4.38,38.82,24.1,0.515,6.35,0.5,0
3.58,38.65,24.1,0.468,4.64,0.5,0
4.35,0.0,17.5,0.448,1.36,0.2,0
12.17,96.79,38.0,0.237,0.47,0.5,1
5.6,32.2,26.5,0.279,5.66,1.0,0
23.96,111.38,22.6,0.318,9.66,0.5,1
2.96,45.04,36.5,0.119,2.14,0.8,0
4.57,65.48,26.9,0.422,3.22,0.8,0
13.14,50.55,33.7,0.414,1.95,0.5,0
6.71,5.23,29.6,0.453,5.46,0.8,0
6.73,57.26,27.6,0.023,7.5,0.5,0
0.47,2.74,31.3,0.453,3.59,0.5,0
4.32,49.93,27.0,0.616,2.54,0.2,0
2.68,41.78,41.6,0.299,4.67,0.5,0
62.19,137.98,18.2,0.574,2.1,0.5,1
3.13,10.12,15.3,0.152,3.65,0.5,0
18.35,95.19,29.4,0.642,2.74,0.8,1
9.59,18.31,22.6,0.349,0.74,0.8,0
3.54,16.62,37.3,0.161,1.92,1.0,0
6.67,60.61,28.1,0.278,1.14,0.2,0
15.61,66.99,25.5,0.352,1.24,0.8,0
18.26,77.9,28.2,0.226,0.05,0.5,0
